8192 64.59 1.44 1365.69 83.33
10921 71.57 1.53 1906.33 136.79
14560 68.00 1.90 1669.98 154.51
19412 69.43 1.77 1748.26 116.19
25882 75.02 2.73 2393.36 337.54
