8344 62.24 1.81 1185.21 71.86
11123 62.05 2.27 1194.38 130.16
14829 70.35 1.58 1651.59 160.96
19770 72.09 2.46 1955.54 288.14
26358 79.78 1.35 2843.07 192.78
