8344 62.08 1.87 1187.38 94.56
11123 65.09 1.95 1345.29 122.07
14829 70.61 2.18 1703.03 169.82
19770 72.84 1.34 1890.27 91.80
26358 83.09 1.97 3712.15 579.92
