8355 59.51 1.27 1045.74 57.59
11138 62.47 2.43 1242.05 159.34
14847 64.21 1.84 1305.92 125.65
19794 71.70 2.07 1885.84 199.05
26389 74.54 2.02 2160.17 202.62
