8192 66.47 1.32 1471.28 58.10
10921 69.29 0.98 1678.24 73.96
14560 66.32 1.34 1509.88 76.21
19412 69.78 2.02 1764.63 110.86
25882 76.02 2.50 2505.97 316.97
