27627 47.58 1.29 2249.31 51.58
36834 44.92 1.73 2187.19 78.62
49111 48.03 0.73 2271.38 31.29
65480 46.78 1.47 2196.04 81.97
87305 46.77 1.61 2252.40 87.87
