scenario,ev,alg,seed,tl,rt,ttt,eff,imp
od1500k,vehev2,kapusta2,16250,3499.38,77781.62,4395.00,895.6199999999999,7.133417193446167
od1500k,vehev2,tpn2,6479,3234.62,78264.97,4130.00,895.3800000000001,85.83679354624863
od1500k,vehev1,no-preemption,10105,1850.31,69472.50,3071.00,1220.69,
od1500k,vehev2,allgreen,32668,233.12,51146.80,1127.00,893.88,97.49303411482447
od1500k,vehev2,kapusta,12811,18933.85,128754.07,19828.00,894.1500000000015,-16.504528784858085
od1500k,vehev2,tpn2,12811,6811.24,89552.20,7706.00,894.7600000000002,58.08880356395678
od1500k,vehev1,allgreen,32668,235.11,50428.50,1457.00,1221.8899999999999,93.2139156436981
od1500k,vehev2,allgreen,227,34144.98,230598.99,35040.00,895.0199999999968,-300.53796109694326
od1500k,vehev3,allgreen,22570,81.55,44210.93,814.00,732.45,96.62739194626987
od1500k,vehev2,tpn2,32668,1855.38,57609.58,2750.00,894.6199999999999,80.04729596758322
od1500k,vehev3,allgreen,14368,1408.54,48213.48,2140.00,731.46,36.51135641426685
od1500k,vehev1,tpn,12811,304.02,59171.82,1524.00,1219.98,87.29326796484145
od1500k,vehev2,tpn2,227,4415.55,83827.15,5311.00,895.4499999999998,48.20335539450872
od1500k,vehev3,kapusta,22760,16160.55,125067.76,16893.00,732.4500000000007,-1549.1871702503292
od1500k,vehev2,kapusta2,17651,6175.54,92074.67,7071.00,895.46,2.113373710347499
od1500k,vehev2,tpn2,22760,2539.80,64358.27,3434.00,894.1999999999998,68.31068949641221
od1500k,vehev2,tpn2,27548,1831.57,59056.67,2727.00,895.4300000000001,81.11070775158463
od1500k,vehev2,no-preemption,12837,5770.90,88262.18,6665.00,894.1000000000004,
od1500k,vehev3,kapusta2,16993,2211.34,51612.78,2942.00,730.6599999999999,36.85710369718912
od1500k,vehev1,allgreen,227,220.68,54072.51,1441.00,1220.32,90.3751292082641
od1500k,vehev3,allgreen,11718,100.64,43204.32,831.00,730.36,94.87863213068037
od1500k,vehev1,allgreen,22737,498.72,50471.03,1721.00,1222.28,86.63787329128643
od1500k,vehev1,kapusta2,22760,4494.31,68381.70,5715.00,1220.6899999999996,-48.15299516080118
od1500k,vehev1,tpn2,32668,325.16,61074.25,1547.00,1221.84,90.61476249714974
od1500k,vehev2,tpn,21907,3474.05,77940.15,4369.00,894.9499999999998,82.77930314186447
od1500k,vehev2,allgreen,22570,2389.69,73233.66,3284.00,894.31,88.03196430959265
od1500k,vehev2,tpn,12811,2662.81,67909.56,3558.00,895.19,83.61509020650276
od1500k,vehev1,tpn,21907,274.64,56105.33,1496.00,1221.3600000000001,90.04191503865175
od1500k,vehev3,tpn2,22737,157.93,39902.34,889.00,731.0699999999999,91.55820206220835
od1500k,vehev1,kapusta,21907,1946.47,72019.88,3167.00,1220.53,29.42355944248648
od1500k,vehev3,tpn,2094,68.49,44116.52,800.00,731.51,97.79145733504453
od1500k,vehev3,kapusta2,21907,549.78,51992.81,1282.00,732.22,71.26610395379831
od1500k,vehev3,kapusta,12811,1764.14,64432.17,2496.00,731.8599999999999,75.57702318060493
od1500k,vehev1,tpn,16993,681.49,55624.03,1903.00,1221.51,74.37169299733371
od1500k,vehev2,kapusta2,20276,54753.74,363722.84,55649.00,895.260000000002,-651.3181817558102
od1500k,vehev2,tpn2,14368,2701.56,73124.75,3595.00,893.44,69.40628100072024
od1500k,vehev3,allgreen,27548,725.28,54521.28,1457.00,731.72,41.96413567947764
od1500k,vehev1,no-preemption,22570,1492.86,61402.63,2714.00,1221.14,
od1500k,vehev2,kapusta2,227,13523.18,127770.88,14417.00,893.8199999999997,-58.63377119409532
od1500k,vehev2,no-preemption,17651,6308.87,90433.76,7204.00,895.1300000000001,
od1500k,vehev3,kapusta2,6325,4204.79,69764.15,4936.00,731.21,55.68648280644513
od1500k,vehev3,tpn2,24847,332.02,45050.03,1063.00,730.98,77.40038389806281
od1500k,vehev2,no-preemption,31737,22074.16,151799.95,22969.00,894.8400000000001,
od1500k,vehev2,tpn2,24847,235.15,46089.48,1130.00,894.85,98.56733611641162
od1500k,vehev2,tpn,30366,585.69,57694.98,1479.00,893.31,92.3091367492187
od1500k,vehev1,tpn,10105,1093.38,57749.25,2314.00,1220.62,40.90828023412292
od1500k,vehev3,tpn2,11718,210.51,38869.35,942.00,731.49,89.287568062694
od1500k,vehev2,tpn,30616,665.89,47509.68,1560.00,894.11,95.96862515279074
od1500k,vehev3,no-preemption,32668,1605.77,54199.67,2338.00,732.23,
od1500k,vehev1,no-preemption,6479,4190.05,86133.76,5411.00,1220.9499999999998,
od1500k,vehev1,tpn2,30366,582.42,47761.71,1804.00,1221.58,65.05298275510327
od1500k,vehev3,tpn2,4771,992.73,54896.29,1724.00,731.27,38.349707500652066
od1500k,vehev1,tpn2,2094,664.03,44619.41,1885.00,1220.97,67.19300412539215
od1500k,vehev2,kapusta2,11718,68910.54,375828.15,69806.00,895.4600000000064,-102.26128160619616
od1500k,vehev3,no-preemption,15239,1796.26,58876.44,2528.00,731.74,
od1500k,vehev1,tpn2,25029,399.82,48250.05,1621.00,1221.18,87.8363989266874
od1500k,vehev2,tpn2,27226,805.49,54612.69,1702.00,896.51,92.02990184437584
od1500k,vehev1,tpn2,22737,2562.84,65514.52,3784.00,1221.1599999999999,31.334230000482265
od1500k,vehev1,tpn2,10105,995.38,47972.96,2216.00,1220.62,46.20469002491474
od1500k,vehev1,no-preemption,17651,5262.89,75808.58,6483.00,1220.1099999999997,
od1500k,vehev2,no-preemption,2094,13332.13,121581.80,14227.00,894.8700000000008,
od1500k,vehev3,tpn2,21907,164.62,42472.28,896.00,731.38,91.39624219301226
od1500k,vehev2,allgreen,27422,134.53,47816.17,1029.00,894.47,99.25844181830308
od1500k,vehev3,kapusta2,24847,849.72,50662.69,1581.00,731.28,42.16208121758308
od1500k,vehev1,no-preemption,14368,4007.39,78876.70,5228.00,1220.6100000000001,
od1500k,vehev3,kapusta2,22760,1428.06,49250.70,2160.00,731.94,-45.733791878846006
od1500k,vehev1,tpn2,11718,566.64,50294.18,1789.00,1222.3600000000001,84.44078938335946
od1500k,vehev1,no-preemption,32668,3464.59,81636.59,4686.00,1221.4099999999999,
od1500k,vehev3,no-preemption,17651,2239.59,51167.94,2970.00,730.4099999999999,
od1500k,vehev3,tpn2,25029,192.02,40124.97,923.00,730.98,87.51276231848244
od1500k,vehev3,allgreen,30366,174.60,50519.17,907.00,732.4,93.94966369694261
od1500k,vehev3,allgreen,22737,941.13,49657.48,1672.00,730.87,49.69398282027571
od1500k,vehev2,no-preemption,6479,22838.19,162189.71,23734.00,895.8100000000013,
od1500k,vehev1,allgreen,27422,171.54,49147.19,1393.00,1221.46,92.79349675467894
od1500k,vehev1,kapusta2,31737,4253.08,63744.99,5473.00,1219.92,-32.930351182067085
od1500k,vehev3,kapusta,30366,2089.81,58180.06,2821.00,731.19,27.582741640937147
od1500k,vehev3,allgreen,22760,89.54,46966.96,820.00,730.46,90.86242614117623
od1500k,vehev1,allgreen,10280,346.53,54378.34,1568.00,1221.47,89.17283225435548
od1500k,vehev3,allgreen,31737,67.46,44607.94,798.00,730.54,97.54022745421199
od1500k,vehev2,allgreen,27226,1578.83,49619.10,2474.00,895.1700000000001,84.3779189424523
od1500k,vehev3,no-preemption,22737,1870.81,51366.02,2602.00,731.19,
od1500k,vehev1,allgreen,11718,169.70,52133.88,1391.00,1221.3,95.34025476202898
od1500k,vehev3,no-preemption,16993,3502.12,72079.74,4234.00,731.8800000000001,
od1500k,vehev1,kapusta2,27422,1534.99,51212.58,2756.00,1221.01,35.514105068582346
od1500k,vehev2,tpn,11718,5385.84,84517.49,6280.00,894.1599999999999,84.19186816812181
od1500k,vehev3,no-preemption,16250,977.04,50305.73,1708.00,730.96,
od1500k,vehev3,no-preemption,31737,2742.53,70072.14,3475.00,732.4699999999998,
od1500k,vehev3,kapusta2,22737,1493.71,52701.17,2225.00,731.29,20.15704427493973
od1500k,vehev2,allgreen,10280,509.06,54578.93,1404.00,894.94,81.46871348328922
od1500k,vehev1,tpn,11718,194.01,48996.63,1416.00,1221.99,94.67273321379636
od1500k,vehev3,kapusta,20276,3177.17,71564.42,3908.00,730.8299999999999,-42.01610055471372
od1500k,vehev1,kapusta2,227,1520.77,56805.56,2742.00,1221.23,33.67221880574491
od1500k,vehev3,tpn,11718,302.78,51544.48,1034.00,731.22,84.59213271589232
od1500k,vehev3,kapusta2,31737,2330.05,64608.19,3062.00,731.9499999999998,15.04012718183575
od1500k,vehev2,no-preemption,14368,8830.44,108253.69,9725.00,894.5599999999995,
od1500k,vehev3,tpn2,2094,128.33,41856.62,860.00,731.67,95.86184435401175
od1500k,vehev3,no-preemption,21907,1913.35,58590.23,2645.00,731.6500000000001,
