scenario,ev,alg,metric,seed,value
od500k,vehev3,no-preemption,ttt,27422,1978.00
od500k,vehev3,no-preemption,tl,30366,975.91
od500k,vehev3,no-preemption,rt,30366,21722.01
od500k,vehev3,no-preemption,ttt,30366,1708.00
od500k,vehev3,kapusta2,tl,30616,487.67
od500k,vehev3,kapusta2,rt,30616,15791.10
od500k,vehev3,kapusta2,ttt,30616,1219.00
od500k,vehev3,no-preemption,tl,22760,975.75
od500k,vehev3,no-preemption,rt,22760,21868.82
od500k,vehev3,no-preemption,ttt,22760,1707.00
od500k,vehev1,kapusta2,tl,16250,332.92
od500k,vehev1,kapusta2,rt,16250,22386.69
od500k,vehev1,kapusta2,ttt,16250,1553.00
od500k,vehev2,kapusta2,tl,6479,2127.81
od500k,vehev2,kapusta2,rt,6479,22619.48
od500k,vehev2,kapusta2,ttt,6479,3022.00
od500k,vehev1,allgreen,tl,4771,629.41
od500k,vehev1,allgreen,rt,4771,22480.59
od500k,vehev1,allgreen,ttt,4771,1850.00
od500k,vehev2,allgreen,tl,31737,90.39
od500k,vehev2,allgreen,rt,31737,14209.12
od500k,vehev2,allgreen,ttt,31737,985.00
od500k,vehev1,allgreen,tl,15239,413.48
od500k,vehev1,allgreen,rt,15239,22398.72
od500k,vehev1,allgreen,ttt,15239,1633.00
od500k,vehev1,allgreen,tl,20276,342.43
od500k,vehev1,allgreen,rt,20276,25461.31
od500k,vehev1,allgreen,ttt,20276,1563.00
od500k,vehev2,allgreen,tl,2094,96.42
od500k,vehev2,allgreen,rt,2094,19351.32
od500k,vehev2,allgreen,ttt,2094,991.00
od500k,vehev2,kapusta2,tl,4771,760.92
od500k,vehev2,kapusta2,rt,4771,18665.94
od500k,vehev2,kapusta2,ttt,4771,1656.00
od500k,vehev1,no-preemption,tl,21907,1209.74
od500k,vehev1,no-preemption,rt,21907,15244.14
od500k,vehev1,no-preemption,ttt,21907,2432.00
od500k,vehev2,kapusta2,tl,30616,2963.49
od500k,vehev2,kapusta2,rt,30616,23493.58
od500k,vehev2,kapusta2,ttt,30616,3858.00
od500k,vehev1,no-preemption,tl,12837,1211.06
od500k,vehev1,no-preemption,rt,12837,18729.74
od500k,vehev1,no-preemption,ttt,12837,2433.00
od500k,vehev3,tpn2,tl,20276,90.65
od500k,vehev3,tpn2,rt,20276,15381.80
od500k,vehev3,tpn2,ttt,20276,822.00
od500k,vehev1,kapusta2,tl,17651,216.77
od500k,vehev1,kapusta2,rt,17651,18485.23
od500k,vehev1,kapusta2,ttt,17651,1437.00
od500k,vehev1,kapusta2,tl,30616,536.54
od500k,vehev1,kapusta2,rt,30616,18923.87
od500k,vehev1,kapusta2,ttt,30616,1757.00
od500k,vehev2,kapusta,tl,20276,475.19
od500k,vehev2,kapusta,rt,20276,23420.06
od500k,vehev2,kapusta,ttt,20276,1370.00
od500k,vehev1,tpn2,tl,22760,246.48
od500k,vehev1,tpn2,rt,22760,17339.66
od500k,vehev1,tpn2,ttt,22760,1468.00
od500k,vehev2,no-preemption,tl,15239,1247.26
od500k,vehev2,no-preemption,rt,15239,21021.13
od500k,vehev2,no-preemption,ttt,15239,2142.00
od500k,vehev2,kapusta2,tl,27422,2230.10
od500k,vehev2,kapusta2,rt,27422,22370.44
od500k,vehev2,kapusta2,ttt,27422,3125.00
od500k,vehev2,kapusta2,tl,12811,10050.74
od500k,vehev2,kapusta2,rt,12811,32450.53
od500k,vehev2,kapusta2,ttt,12811,10945.00
od500k,vehev3,kapusta2,tl,17651,478.56
od500k,vehev3,kapusta2,rt,17651,17320.75
od500k,vehev3,kapusta2,ttt,17651,1210.00
od500k,vehev2,kapusta2,tl,22570,2838.32
od500k,vehev2,kapusta2,rt,22570,23062.55
od500k,vehev2,kapusta2,ttt,22570,3733.00
od500k,vehev1,kapusta2,tl,22570,341.89
od500k,vehev1,kapusta2,rt,22570,17980.87
od500k,vehev1,kapusta2,ttt,22570,1561.00
od500k,vehev2,tpn2,tl,16993,174.83
od500k,vehev2,tpn2,rt,16993,17875.57
od500k,vehev2,tpn2,ttt,16993,1070.00
od500k,vehev2,no-preemption,tl,16250,2057.69
od500k,vehev2,no-preemption,rt,16250,21489.98
od500k,vehev2,no-preemption,ttt,16250,2952.00
od500k,vehev3,kapusta2,tl,14368,512.80
od500k,vehev3,kapusta2,rt,14368,16974.72
od500k,vehev3,kapusta2,ttt,14368,1243.00
od500k,vehev1,no-preemption,tl,27548,1578.91
od500k,vehev1,no-preemption,rt,27548,22928.11
od500k,vehev1,no-preemption,ttt,27548,2799.00
od500k,vehev1,kapusta,tl,30616,143.03
od500k,vehev1,kapusta,rt,30616,14937.43
od500k,vehev1,kapusta,ttt,30616,1364.00
od500k,vehev3,kapusta,tl,11718,324.43
od500k,vehev3,kapusta,rt,11718,18261.38
od500k,vehev3,kapusta,ttt,11718,1056.00
od500k,vehev1,tpn,tl,22760,104.06
od500k,vehev1,tpn,rt,22760,17318.50
od500k,vehev1,tpn,ttt,22760,1323.00
od500k,vehev1,no-preemption,tl,12811,1578.68
od500k,vehev1,no-preemption,rt,12811,15524.73
od500k,vehev1,no-preemption,ttt,12811,2800.00
od500k,vehev2,no-preemption,tl,30366,1527.55
od500k,vehev2,no-preemption,rt,30366,20689.67
od500k,vehev2,no-preemption,ttt,30366,2423.00
od500k,vehev3,kapusta2,tl,30366,468.03
od500k,vehev3,kapusta2,rt,30366,13716.30
od500k,vehev3,kapusta2,ttt,30366,1199.00
od500k,vehev1,allgreen,tl,30366,342.22
od500k,vehev1,allgreen,rt,30366,22443.70
od500k,vehev1,allgreen,ttt,30366,1562.00
od500k,vehev2,tpn,tl,10105,113.05
od500k,vehev2,tpn,rt,10105,19086.70
od500k,vehev2,tpn,ttt,10105,1008.00
od500k,vehev3,no-preemption,tl,22570,976.40
od500k,vehev3,no-preemption,rt,22570,19001.78
od500k,vehev3,no-preemption,ttt,22570,1708.00
od500k,vehev1,tpn2,tl,16993,395.16
od500k,vehev1,tpn2,rt,16993,18856.83
od500k,vehev1,tpn2,ttt,16993,1617.00
od500k,vehev1,allgreen,tl,6325,99.38
od500k,vehev1,allgreen,rt,6325,20787.03
od500k,vehev1,allgreen,ttt,6325,1319.00
od500k,vehev1,tpn,tl,30616,244.79
od500k,vehev1,tpn,rt,30616,16519.35
od500k,vehev1,tpn,ttt,30616,1467.00
od500k,vehev2,tpn2,tl,11718,1009.03
od500k,vehev2,tpn2,rt,11718,17199.27
od500k,vehev2,tpn2,ttt,11718,1904.00
od500k,vehev3,allgreen,tl,16250,112.08
od500k,vehev3,allgreen,rt,16250,18819.00
od500k,vehev3,allgreen,ttt,16250,843.00
od500k,vehev2,no-preemption,tl,22737,892.18
od500k,vehev2,no-preemption,rt,22737,15934.32
od500k,vehev2,no-preemption,ttt,22737,1787.00
od500k,vehev3,allgreen,tl,27226,68.78
od500k,vehev3,allgreen,rt,27226,17298.85
od500k,vehev3,allgreen,ttt,27226,800.00
od500k,vehev1,kapusta2,tl,12837,124.24
od500k,vehev1,kapusta2,rt,12837,17408.89
od500k,vehev1,kapusta2,ttt,12837,1345.00
od500k,vehev2,kapusta2,tl,30366,2486.48
od500k,vehev2,kapusta2,rt,30366,20737.68
od500k,vehev2,kapusta2,ttt,30366,3382.00
od500k,vehev1,tpn2,tl,12811,263.45
od500k,vehev1,tpn2,rt,12811,15930.35
od500k,vehev1,tpn2,ttt,12811,1484.00
od500k,vehev3,tpn2,tl,227,83.70
od500k,vehev3,tpn2,rt,227,15130.25
od500k,vehev3,tpn2,ttt,227,814.00
od500k,vehev3,no-preemption,tl,12811,975.03
od500k,vehev3,no-preemption,rt,12811,21677.93
od500k,vehev3,no-preemption,ttt,12811,1707.00
od500k,vehev3,tpn2,tl,22570,126.95
od500k,vehev3,tpn2,rt,22570,16191.72
od500k,vehev3,tpn2,ttt,22570,859.00
od500k,vehev3,no-preemption,tl,25029,975.15
od500k,vehev3,no-preemption,rt,25029,18643.42
od500k,vehev3,no-preemption,ttt,25029,1707.00
od500k,vehev1,kapusta2,tl,27548,539.19
od500k,vehev1,kapusta2,rt,27548,22906.74
od500k,vehev1,kapusta2,ttt,27548,1760.00
od500k,vehev2,allgreen,tl,20276,89.62
od500k,vehev2,allgreen,rt,20276,16332.09
od500k,vehev2,allgreen,ttt,20276,985.00
od500k,vehev1,allgreen,tl,31737,106.51
od500k,vehev1,allgreen,rt,31737,21032.95
od500k,vehev1,allgreen,ttt,31737,1328.00
od500k,vehev2,kapusta2,tl,27226,1938.94
od500k,vehev2,kapusta2,rt,27226,20230.98
od500k,vehev2,kapusta2,ttt,27226,2834.00
od500k,vehev2,allgreen,tl,12837,95.38
od500k,vehev2,allgreen,rt,12837,16241.29
od500k,vehev2,allgreen,ttt,12837,989.00
od500k,vehev2,tpn2,tl,22570,168.18
od500k,vehev2,tpn2,rt,22570,16589.28
od500k,vehev2,tpn2,ttt,22570,1063.00
od500k,vehev1,no-preemption,tl,27226,1212.16
od500k,vehev1,no-preemption,rt,27226,21749.30
od500k,vehev1,no-preemption,ttt,27226,2434.00
od500k,vehev3,tpn,tl,20276,161.90
od500k,vehev3,tpn,rt,20276,20421.60
od500k,vehev3,tpn,ttt,20276,894.00
od500k,vehev1,tpn2,tl,6325,225.18
od500k,vehev1,tpn2,rt,6325,19585.71
od500k,vehev1,tpn2,ttt,6325,1446.00
od500k,vehev1,kapusta2,tl,22737,548.14
od500k,vehev1,kapusta2,rt,22737,17806.84
od500k,vehev1,kapusta2,ttt,22737,1770.00
od500k,vehev2,tpn2,tl,10280,169.15
od500k,vehev2,tpn2,rt,10280,19562.40
od500k,vehev2,tpn2,ttt,10280,1064.00
od500k,vehev3,tpn2,tl,32556,222.37
od500k,vehev3,tpn2,rt,32556,16608.76
od500k,vehev3,tpn2,ttt,32556,953.00
od500k,vehev3,tpn2,tl,16250,304.98
od500k,vehev3,tpn2,rt,16250,19403.53
od500k,vehev3,tpn2,ttt,16250,1036.00
od500k,vehev1,kapusta2,tl,32668,501.48
od500k,vehev1,kapusta2,rt,32668,21166.55
od500k,vehev1,kapusta2,ttt,32668,1722.00
od500k,vehev1,no-preemption,tl,30366,1213.59
od500k,vehev1,no-preemption,rt,30366,15304.32
od500k,vehev1,no-preemption,ttt,30366,2434.00
od500k,vehev3,allgreen,tl,24847,77.56
od500k,vehev3,allgreen,rt,24847,17722.48
od500k,vehev3,allgreen,ttt,24847,808.00
od500k,vehev1,no-preemption,tl,25029,1582.60
od500k,vehev1,no-preemption,rt,25029,19027.53
od500k,vehev1,no-preemption,ttt,25029,2804.00
od500k,vehev1,allgreen,tl,6479,362.26
od500k,vehev1,allgreen,rt,6479,21410.70
od500k,vehev1,allgreen,ttt,6479,1583.00
od500k,vehev2,no-preemption,tl,10280,1079.42
od500k,vehev2,no-preemption,rt,10280,20257.67
od500k,vehev2,no-preemption,ttt,10280,1974.00
od500k,vehev2,tpn2,tl,4771,209.00
od500k,vehev2,tpn2,rt,4771,14990.49
od500k,vehev2,tpn2,ttt,4771,1104.00
od500k,vehev2,kapusta2,tl,6325,1892.24
od500k,vehev2,kapusta2,rt,6325,23355.17
od500k,vehev2,kapusta2,ttt,6325,2787.00
od500k,vehev2,allgreen,tl,25029,732.95
od500k,vehev2,allgreen,rt,25029,18813.96
od500k,vehev2,allgreen,ttt,25029,1628.00
od500k,vehev2,allgreen,tl,30366,105.57
od500k,vehev2,allgreen,rt,30366,18310.61
od500k,vehev2,allgreen,ttt,30366,1000.00
od500k,vehev3,kapusta2,tl,20276,691.73
od500k,vehev3,kapusta2,rt,20276,16913.24
od500k,vehev3,kapusta2,ttt,20276,1423.00
od500k,vehev3,kapusta2,tl,27226,437.80
od500k,vehev3,kapusta2,rt,27226,16335.96
od500k,vehev3,kapusta2,ttt,27226,1169.00
od500k,vehev2,tpn2,tl,15239,185.96
od500k,vehev2,tpn2,rt,15239,18077.71
od500k,vehev2,tpn2,ttt,15239,1082.00
od500k,vehev3,allgreen,tl,15239,90.48
od500k,vehev3,allgreen,rt,15239,18599.16
od500k,vehev3,allgreen,ttt,15239,822.00
od500k,vehev2,kapusta2,tl,10280,1704.02
od500k,vehev2,kapusta2,rt,10280,22792.70
od500k,vehev2,kapusta2,ttt,10280,2600.00
od500k,vehev2,kapusta,tl,11718,2932.47
od500k,vehev2,kapusta,rt,11718,23661.20
od500k,vehev2,kapusta,ttt,11718,3826.00
od500k,vehev2,kapusta2,tl,14368,856.58
od500k,vehev2,kapusta2,rt,14368,19519.39
od500k,vehev2,kapusta2,ttt,14368,1751.00
od500k,vehev3,tpn,tl,22760,167.14
od500k,vehev3,tpn,rt,22760,15838.90
od500k,vehev3,tpn,ttt,22760,899.00
od500k,vehev3,kapusta2,tl,15239,424.15
od500k,vehev3,kapusta2,rt,15239,18507.76
od500k,vehev3,kapusta2,ttt,15239,1155.00
od500k,vehev2,tpn2,tl,6325,239.85
od500k,vehev2,tpn2,rt,6325,20401.08
od500k,vehev2,tpn2,ttt,6325,1134.00
od500k,vehev1,tpn2,tl,24847,236.53
od500k,vehev1,tpn2,rt,24847,14196.40
od500k,vehev1,tpn2,ttt,24847,1457.00
od500k,vehev3,no-preemption,tl,32556,976.07
od500k,vehev3,no-preemption,rt,32556,19095.82
od500k,vehev3,no-preemption,ttt,32556,1707.00
od500k,vehev1,allgreen,tl,27226,96.07
od500k,vehev1,allgreen,rt,27226,17887.73
od500k,vehev1,allgreen,ttt,27226,1316.00
od500k,vehev1,tpn2,tl,22570,387.09
od500k,vehev1,tpn2,rt,22570,18445.98
od500k,vehev1,tpn2,ttt,22570,1608.00
od500k,vehev2,tpn2,tl,21907,292.48
od500k,vehev2,tpn2,rt,21907,14715.35
od500k,vehev2,tpn2,ttt,21907,1188.00
od500k,vehev3,tpn2,tl,27226,129.03
od500k,vehev3,tpn2,rt,27226,17822.85
od500k,vehev3,tpn2,ttt,27226,860.00
od500k,vehev1,tpn2,tl,4771,281.47
od500k,vehev1,tpn2,rt,4771,20402.74
od500k,vehev1,tpn2,ttt,4771,1502.00
od500k,vehev3,allgreen,tl,4771,57.80
od500k,vehev3,allgreen,rt,4771,14661.03
od500k,vehev3,allgreen,ttt,4771,789.00
od500k,vehev1,no-preemption,tl,2094,1213.03
od500k,vehev1,no-preemption,rt,2094,15559.57
od500k,vehev1,no-preemption,ttt,2094,2434.00
od500k,vehev3,tpn2,tl,31737,94.78
od500k,vehev3,tpn2,rt,31737,20756.14
od500k,vehev3,tpn2,ttt,31737,826.00
od500k,vehev3,kapusta2,tl,6479,669.25
od500k,vehev3,kapusta2,rt,6479,17977.04
od500k,vehev3,kapusta2,ttt,6479,1401.00
od500k,vehev1,kapusta2,tl,20276,311.19
od500k,vehev1,kapusta2,rt,20276,20428.02
od500k,vehev1,kapusta2,ttt,20276,1533.00
od500k,vehev2,kapusta,tl,21907,591.48
od500k,vehev2,kapusta,rt,21907,20908.20
od500k,vehev2,kapusta,ttt,21907,1487.00
od500k,vehev1,kapusta,tl,20276,117.86
od500k,vehev1,kapusta,rt,20276,25120.27
od500k,vehev1,kapusta,ttt,20276,1339.00
od500k,vehev3,no-preemption,tl,11718,976.67
od500k,vehev3,no-preemption,rt,11718,24390.29
od500k,vehev3,no-preemption,ttt,11718,1708.00
od500k,vehev2,allgreen,tl,4771,104.52
od500k,vehev2,allgreen,rt,4771,15678.12
od500k,vehev2,allgreen,ttt,4771,999.00
od500k,vehev1,tpn2,tl,12837,186.18
od500k,vehev1,tpn2,rt,12837,16400.37
od500k,vehev1,tpn2,ttt,12837,1407.00
od500k,vehev2,allgreen,tl,14368,103.08
od500k,vehev2,allgreen,rt,14368,16522.46
od500k,vehev2,allgreen,ttt,14368,997.00
od500k,vehev1,tpn2,tl,27548,216.71
od500k,vehev1,tpn2,rt,27548,19006.26
od500k,vehev1,tpn2,ttt,27548,1437.00
od500k,vehev2,allgreen,tl,22737,101.03
od500k,vehev2,allgreen,rt,22737,15471.46
od500k,vehev2,allgreen,ttt,22737,995.00
od500k,vehev3,allgreen,tl,6325,72.62
od500k,vehev3,allgreen,rt,6325,16360.65
od500k,vehev3,allgreen,ttt,6325,804.00
od500k,vehev1,no-preemption,tl,24847,1211.77
od500k,vehev1,no-preemption,rt,24847,22092.08
od500k,vehev1,no-preemption,ttt,24847,2433.00
od500k,vehev2,allgreen,tl,30616,112.15
od500k,vehev2,allgreen,rt,30616,15262.16
od500k,vehev2,allgreen,ttt,30616,1007.00
od500k,vehev1,no-preemption,tl,15239,1580.66
od500k,vehev1,no-preemption,rt,15239,23963.31
od500k,vehev1,no-preemption,ttt,15239,2801.00
od500k,vehev2,tpn2,tl,25029,259.10
od500k,vehev2,tpn2,rt,25029,17767.97
od500k,vehev2,tpn2,ttt,25029,1153.00
od500k,vehev2,tpn2,tl,16250,230.82
od500k,vehev2,tpn2,rt,16250,19506.50
od500k,vehev2,tpn2,ttt,16250,1124.00
od500k,vehev1,allgreen,tl,25029,388.07
od500k,vehev1,allgreen,rt,25029,15903.11
od500k,vehev1,allgreen,ttt,25029,1609.00
od500k,vehev3,tpn2,tl,6325,137.02
od500k,vehev3,tpn2,rt,6325,19796.58
od500k,vehev3,tpn2,ttt,6325,868.00
od500k,vehev2,kapusta2,tl,15239,1134.23
od500k,vehev2,kapusta2,rt,15239,18584.06
od500k,vehev2,kapusta2,ttt,15239,2029.00
od500k,vehev2,kapusta2,tl,31737,779.24
od500k,vehev2,kapusta2,rt,31737,22103.90
od500k,vehev2,kapusta2,ttt,31737,1674.00
od500k,vehev2,kapusta,tl,10105,312.80
od500k,vehev2,kapusta,rt,10105,21971.92
od500k,vehev2,kapusta,ttt,10105,1207.00
od500k,vehev3,tpn2,tl,15239,117.99
od500k,vehev3,tpn2,rt,15239,19241.03
od500k,vehev3,tpn2,ttt,15239,849.00
od500k,vehev2,tpn2,tl,31737,201.23
od500k,vehev2,tpn2,rt,31737,20102.36
od500k,vehev2,tpn2,ttt,31737,1096.00
od500k,vehev2,kapusta2,tl,24847,1695.80
od500k,vehev2,kapusta2,rt,24847,24545.98
od500k,vehev2,kapusta2,ttt,24847,2590.00
od500k,vehev2,tpn,tl,2094,95.40
od500k,vehev2,tpn,rt,2094,20155.53
od500k,vehev2,tpn,ttt,2094,989.00
od500k,vehev1,kapusta,tl,22760,126.60
od500k,vehev1,kapusta,rt,22760,19711.42
od500k,vehev1,kapusta,ttt,22760,1347.00
od500k,vehev2,no-preemption,tl,11718,1261.30
od500k,vehev2,no-preemption,rt,11718,17540.17
od500k,vehev2,no-preemption,ttt,11718,2155.00
od500k,vehev3,kapusta2,tl,227,497.11
od500k,vehev3,kapusta2,rt,227,20444.98
od500k,vehev3,kapusta2,ttt,227,1229.00
od500k,vehev2,no-preemption,tl,16993,1433.78
od500k,vehev2,no-preemption,rt,16993,18190.67
od500k,vehev2,no-preemption,ttt,16993,2329.00
od500k,vehev2,tpn2,tl,30616,157.59
od500k,vehev2,tpn2,rt,30616,16941.13
od500k,vehev2,tpn2,ttt,30616,1052.00
od500k,vehev2,no-preemption,tl,21907,2777.55
od500k,vehev2,no-preemption,rt,21907,24538.28
od500k,vehev2,no-preemption,ttt,21907,3672.00
od500k,vehev2,kapusta2,tl,22760,941.45
od500k,vehev2,kapusta2,rt,22760,16539.31
od500k,vehev2,kapusta2,ttt,22760,1835.00
od500k,vehev1,kapusta2,tl,12811,576.90
od500k,vehev1,kapusta2,rt,12811,17231.30
od500k,vehev1,kapusta2,ttt,12811,1798.00
od500k,vehev1,kapusta,tl,10105,120.79
od500k,vehev1,kapusta,rt,10105,13425.86
od500k,vehev1,kapusta,ttt,10105,1341.00
od500k,vehev3,kapusta2,tl,4771,154.24
od500k,vehev3,kapusta2,rt,4771,17594.11
od500k,vehev3,kapusta2,ttt,4771,885.00
od500k,vehev2,kapusta2,tl,16250,3120.45
od500k,vehev2,kapusta2,rt,16250,26522.01
od500k,vehev2,kapusta2,ttt,16250,4015.00
od500k,vehev2,tpn2,tl,6479,183.07
od500k,vehev2,tpn2,rt,6479,20326.76
od500k,vehev2,tpn2,ttt,6479,1077.00
od500k,vehev1,no-preemption,tl,10105,1209.94
od500k,vehev1,no-preemption,rt,10105,15209.02
od500k,vehev1,no-preemption,ttt,10105,2432.00
od500k,vehev2,allgreen,tl,32668,76.53
od500k,vehev2,allgreen,rt,32668,20274.89
od500k,vehev2,allgreen,ttt,32668,972.00
od500k,vehev2,kapusta,tl,12811,361.15
od500k,vehev2,kapusta,rt,12811,21302.58
od500k,vehev2,kapusta,ttt,12811,1255.00
od500k,vehev2,tpn2,tl,12811,264.14
od500k,vehev2,tpn2,rt,12811,16182.73
od500k,vehev2,tpn2,ttt,12811,1158.00
od500k,vehev3,no-preemption,tl,227,1246.26
od500k,vehev3,no-preemption,rt,227,16563.80
od500k,vehev3,no-preemption,ttt,227,1977.00
od500k,vehev1,allgreen,tl,32668,353.58
od500k,vehev1,allgreen,rt,32668,14705.40
od500k,vehev1,allgreen,ttt,32668,1576.00
od500k,vehev2,allgreen,tl,227,83.97
od500k,vehev2,allgreen,rt,227,15107.58
od500k,vehev2,allgreen,ttt,227,978.00
od500k,vehev3,allgreen,tl,22570,98.59
od500k,vehev3,allgreen,rt,22570,14428.63
od500k,vehev3,allgreen,ttt,22570,829.00
od500k,vehev3,tpn2,tl,12837,115.71
od500k,vehev3,tpn2,rt,12837,15550.95
od500k,vehev3,tpn2,ttt,12837,846.00
od500k,vehev2,tpn2,tl,32668,278.20
od500k,vehev2,tpn2,rt,32668,19911.02
od500k,vehev2,tpn2,ttt,32668,1171.00
od500k,vehev3,allgreen,tl,14368,80.58
od500k,vehev3,allgreen,rt,14368,16978.81
od500k,vehev3,allgreen,ttt,14368,812.00
od500k,vehev1,tpn,tl,12811,237.09
od500k,vehev1,tpn,rt,12811,13809.18
od500k,vehev1,tpn,ttt,12811,1458.00
od500k,vehev2,tpn2,tl,227,313.89
od500k,vehev2,tpn2,rt,227,16688.09
od500k,vehev2,tpn2,ttt,227,1208.00
od500k,vehev3,kapusta,tl,22760,212.79
od500k,vehev3,kapusta,rt,22760,13256.80
od500k,vehev3,kapusta,ttt,22760,945.00
od500k,vehev2,kapusta2,tl,17651,1290.43
od500k,vehev2,kapusta2,rt,17651,19446.59
od500k,vehev2,kapusta2,ttt,17651,2185.00
od500k,vehev2,tpn2,tl,22760,148.35
od500k,vehev2,tpn2,rt,22760,17022.58
od500k,vehev2,tpn2,ttt,22760,1042.00
od500k,vehev2,tpn2,tl,27548,232.19
od500k,vehev2,tpn2,rt,27548,19552.04
od500k,vehev2,tpn2,ttt,27548,1126.00
od500k,vehev2,no-preemption,tl,12837,1898.72
od500k,vehev2,no-preemption,rt,12837,20226.25
od500k,vehev2,no-preemption,ttt,12837,2794.00
od500k,vehev3,kapusta2,tl,16993,278.44
od500k,vehev3,kapusta2,rt,16993,14789.71
od500k,vehev3,kapusta2,ttt,16993,1011.00
od500k,vehev1,allgreen,tl,227,111.04
od500k,vehev1,allgreen,rt,227,20750.22
od500k,vehev1,allgreen,ttt,227,1332.00
od500k,vehev3,allgreen,tl,11718,58.54
od500k,vehev3,allgreen,rt,11718,22031.63
od500k,vehev3,allgreen,ttt,11718,790.00
od500k,vehev1,allgreen,tl,22737,98.32
od500k,vehev1,allgreen,rt,22737,16814.08
od500k,vehev1,allgreen,ttt,22737,1319.00
od500k,vehev1,kapusta2,tl,22760,291.40
od500k,vehev1,kapusta2,rt,22760,19369.45
od500k,vehev1,kapusta2,ttt,22760,1513.00
od500k,vehev1,tpn2,tl,32668,387.08
od500k,vehev1,tpn2,rt,32668,21340.84
od500k,vehev1,tpn2,ttt,32668,1608.00
od500k,vehev2,tpn,tl,21907,104.69
od500k,vehev2,tpn,rt,21907,20304.74
od500k,vehev2,tpn,ttt,21907,999.00
od500k,vehev2,allgreen,tl,22570,99.26
od500k,vehev2,allgreen,rt,22570,15673.28
od500k,vehev2,allgreen,ttt,22570,994.00
od500k,vehev2,tpn,tl,12811,111.30
od500k,vehev2,tpn,rt,12811,15708.17
od500k,vehev2,tpn,ttt,12811,1006.00
od500k,vehev1,tpn,tl,21907,235.97
od500k,vehev1,tpn,rt,21907,16570.95
od500k,vehev1,tpn,ttt,21907,1457.00
od500k,vehev3,no-preemption,tl,10280,975.19
od500k,vehev3,no-preemption,rt,10280,21106.29
od500k,vehev3,no-preemption,ttt,10280,1707.00
od500k,vehev3,tpn2,tl,22737,174.18
od500k,vehev3,tpn2,rt,22737,14640.41
od500k,vehev3,tpn2,ttt,22737,905.00
od500k,vehev1,kapusta,tl,21907,122.00
od500k,vehev1,kapusta,rt,21907,15273.63
od500k,vehev1,kapusta,ttt,21907,1342.00
od500k,vehev3,tpn,tl,2094,83.66
od500k,vehev3,tpn,rt,2094,20551.42
od500k,vehev3,tpn,ttt,2094,815.00
od500k,vehev3,kapusta2,tl,21907,542.30
od500k,vehev3,kapusta2,rt,21907,15339.91
od500k,vehev3,kapusta2,ttt,21907,1274.00
od500k,vehev3,kapusta,tl,12811,148.62
od500k,vehev3,kapusta,rt,12811,18772.13
od500k,vehev3,kapusta,ttt,12811,880.00
od500k,vehev1,tpn,tl,16993,230.52
od500k,vehev1,tpn,rt,16993,14608.02
od500k,vehev1,tpn,ttt,16993,1451.00
od500k,vehev2,kapusta2,tl,20276,2016.20
od500k,vehev2,kapusta2,rt,20276,19292.61
od500k,vehev2,kapusta2,ttt,20276,2910.00
od500k,vehev3,no-preemption,tl,12837,977.72
od500k,vehev3,no-preemption,rt,12837,16971.23
od500k,vehev3,no-preemption,ttt,12837,1708.00
od500k,vehev3,allgreen,tl,12837,91.74
od500k,vehev3,allgreen,rt,12837,15418.81
od500k,vehev3,allgreen,ttt,12837,823.00
od500k,vehev2,tpn2,tl,14368,196.46
od500k,vehev2,tpn2,rt,14368,18242.01
od500k,vehev2,tpn2,ttt,14368,1092.00
od500k,vehev3,allgreen,tl,27548,90.74
od500k,vehev3,allgreen,rt,27548,17591.95
od500k,vehev3,allgreen,ttt,27548,821.00
od500k,vehev1,no-preemption,tl,22570,1211.18
od500k,vehev1,no-preemption,rt,22570,23071.16
od500k,vehev1,no-preemption,ttt,22570,2433.00
od500k,vehev2,kapusta2,tl,227,1919.70
od500k,vehev2,kapusta2,rt,227,21718.89
od500k,vehev2,kapusta2,ttt,227,2814.00
od500k,vehev2,no-preemption,tl,17651,1426.70
od500k,vehev2,no-preemption,rt,17651,20350.71
od500k,vehev2,no-preemption,ttt,17651,2322.00
od500k,vehev3,kapusta2,tl,6325,692.73
od500k,vehev3,kapusta2,rt,6325,20413.76
od500k,vehev3,kapusta2,ttt,6325,1425.00
od500k,vehev3,tpn2,tl,24847,109.43
od500k,vehev3,tpn2,rt,24847,15189.34
od500k,vehev3,tpn2,ttt,24847,842.00
od500k,vehev2,no-preemption,tl,31737,5932.31
od500k,vehev2,no-preemption,rt,31737,32065.70
od500k,vehev2,no-preemption,ttt,31737,6827.00
od500k,vehev2,tpn2,tl,24847,210.23
od500k,vehev2,tpn2,rt,24847,13622.84
od500k,vehev2,tpn2,ttt,24847,1105.00
od500k,vehev2,tpn,tl,30366,103.53
od500k,vehev2,tpn,rt,30366,14464.27
od500k,vehev2,tpn,ttt,30366,999.00
od500k,vehev1,tpn,tl,10105,232.90
od500k,vehev1,tpn,rt,10105,13210.42
od500k,vehev1,tpn,ttt,10105,1456.00
od500k,vehev3,tpn2,tl,11718,80.20
od500k,vehev3,tpn2,rt,11718,14575.73
od500k,vehev3,tpn2,ttt,11718,811.00
od500k,vehev2,tpn,tl,30616,101.22
od500k,vehev2,tpn,rt,30616,13280.39
od500k,vehev2,tpn,ttt,30616,995.00
od500k,vehev3,no-preemption,tl,32668,975.67
od500k,vehev3,no-preemption,rt,32668,21069.12
