scenario,ev,alg,metric,seed,value
od500k,vehev3,no-preemption,ttt,32668,1707.00
od500k,vehev1,no-preemption,tl,6479,1580.03
od500k,vehev1,no-preemption,rt,6479,23941.75
od500k,vehev1,no-preemption,ttt,6479,2801.00
od500k,vehev3,kapusta2,tl,32556,616.38
od500k,vehev3,kapusta2,rt,32556,19993.42
od500k,vehev3,kapusta2,ttt,32556,1348.00
od500k,vehev1,tpn2,tl,30366,187.56
od500k,vehev1,tpn2,rt,30366,17087.76
od500k,vehev1,tpn2,ttt,30366,1407.00
od500k,vehev3,tpn2,tl,4771,103.74
od500k,vehev3,tpn2,rt,4771,16000.39
od500k,vehev3,tpn2,ttt,4771,834.00
od500k,vehev3,tpn2,tl,27422,231.05
od500k,vehev3,tpn2,rt,27422,16219.60
od500k,vehev3,tpn2,ttt,27422,962.00
od500k,vehev1,tpn2,tl,2094,270.50
od500k,vehev1,tpn2,rt,2094,16265.56
od500k,vehev1,tpn2,ttt,2094,1493.00
od500k,vehev2,kapusta2,tl,11718,4698.68
od500k,vehev2,kapusta2,rt,11718,24183.79
od500k,vehev2,kapusta2,ttt,11718,5593.00
od500k,vehev3,no-preemption,tl,15239,975.41
od500k,vehev3,no-preemption,rt,15239,22953.15
od500k,vehev3,no-preemption,ttt,15239,1707.00
od500k,vehev1,tpn2,tl,25029,401.25
od500k,vehev1,tpn2,rt,25029,18657.78
od500k,vehev1,tpn2,ttt,25029,1621.00
od500k,vehev2,tpn2,tl,27226,160.61
od500k,vehev2,tpn2,rt,27226,19354.01
od500k,vehev2,tpn2,ttt,27226,1056.00
od500k,vehev1,tpn2,tl,22737,288.82
od500k,vehev1,tpn2,rt,22737,18421.63
od500k,vehev1,tpn2,ttt,22737,1510.00
od500k,vehev1,tpn2,tl,10105,218.89
od500k,vehev1,tpn2,rt,10105,16279.86
od500k,vehev1,tpn2,ttt,10105,1439.00
od500k,vehev1,no-preemption,tl,17651,1213.14
od500k,vehev1,no-preemption,rt,17651,19789.33
od500k,vehev1,no-preemption,ttt,17651,2433.00
od500k,vehev2,no-preemption,tl,2094,1254.84
od500k,vehev2,no-preemption,rt,2094,22406.59
od500k,vehev2,no-preemption,ttt,2094,2150.00
od500k,vehev3,tpn2,tl,21907,124.99
od500k,vehev3,tpn2,rt,21907,15820.47
od500k,vehev3,tpn2,ttt,21907,857.00
od500k,vehev2,allgreen,tl,27422,106.36
od500k,vehev2,allgreen,rt,27422,15935.47
od500k,vehev2,allgreen,ttt,27422,1002.00
od500k,vehev3,kapusta2,tl,24847,359.71
od500k,vehev3,kapusta2,rt,24847,12616.52
od500k,vehev3,kapusta2,ttt,24847,1092.00
od500k,vehev1,no-preemption,tl,14368,1302.01
od500k,vehev1,no-preemption,rt,14368,23040.68
od500k,vehev1,no-preemption,ttt,14368,2523.00
od500k,vehev3,kapusta2,tl,22760,491.41
od500k,vehev3,kapusta2,rt,22760,15537.03
od500k,vehev3,kapusta2,ttt,22760,1223.00
od500k,vehev1,tpn2,tl,11718,382.86
od500k,vehev1,tpn2,rt,11718,19100.25
od500k,vehev1,tpn2,ttt,11718,1604.00
od500k,vehev1,no-preemption,tl,32668,1209.06
od500k,vehev1,no-preemption,rt,32668,15735.20
od500k,vehev1,no-preemption,ttt,32668,2431.00
od500k,vehev3,no-preemption,tl,17651,975.62
od500k,vehev3,no-preemption,rt,17651,18536.32
od500k,vehev3,no-preemption,ttt,17651,1707.00
od500k,vehev3,tpn2,tl,25029,77.48
od500k,vehev3,tpn2,rt,25029,15888.54
od500k,vehev3,tpn2,ttt,25029,808.00
od500k,vehev3,allgreen,tl,30366,95.68
od500k,vehev3,allgreen,rt,30366,18320.66
od500k,vehev3,allgreen,ttt,30366,827.00
od500k,vehev3,allgreen,tl,22737,94.89
od500k,vehev3,allgreen,rt,22737,14324.23
od500k,vehev3,allgreen,ttt,22737,827.00
od500k,vehev2,no-preemption,tl,6479,1433.13
od500k,vehev2,no-preemption,rt,6479,23641.16
od500k,vehev2,no-preemption,ttt,6479,2327.00
od500k,vehev1,allgreen,tl,27422,332.61
od500k,vehev1,allgreen,rt,27422,19441.70
od500k,vehev1,allgreen,ttt,27422,1553.00
od500k,vehev1,kapusta2,tl,31737,303.19
od500k,vehev1,kapusta2,rt,31737,21611.54
od500k,vehev1,kapusta2,ttt,31737,1525.00
od500k,vehev2,kapusta2,tl,32556,1371.83
od500k,vehev2,kapusta2,rt,32556,21673.84
od500k,vehev2,kapusta2,ttt,32556,2266.00
od500k,vehev3,kapusta,tl,30366,266.94
od500k,vehev3,kapusta,rt,30366,19840.39
od500k,vehev3,kapusta,ttt,30366,998.00
od500k,vehev3,allgreen,tl,22760,92.00
od500k,vehev3,allgreen,rt,22760,18624.41
od500k,vehev3,allgreen,ttt,22760,824.00
od500k,vehev1,allgreen,tl,10280,354.09
od500k,vehev1,allgreen,rt,10280,21017.37
od500k,vehev1,allgreen,ttt,10280,1576.00
od500k,vehev3,allgreen,tl,31737,57.03
od500k,vehev3,allgreen,rt,31737,12370.85
od500k,vehev3,allgreen,ttt,31737,788.00
od500k,vehev2,allgreen,tl,27226,87.94
od500k,vehev2,allgreen,rt,27226,17809.30
od500k,vehev2,allgreen,ttt,27226,983.00
od500k,vehev3,no-preemption,tl,22737,976.36
od500k,vehev3,no-preemption,rt,22737,16512.98
od500k,vehev3,no-preemption,ttt,22737,1708.00
od500k,vehev1,allgreen,tl,11718,382.72
od500k,vehev1,allgreen,rt,11718,30998.15
od500k,vehev1,allgreen,ttt,11718,1603.00
od500k,vehev3,no-preemption,tl,16993,977.07
od500k,vehev3,no-preemption,rt,16993,20745.50
od500k,vehev3,no-preemption,ttt,16993,1708.00
od500k,vehev1,kapusta2,tl,27422,440.68
od500k,vehev1,kapusta2,rt,27422,18198.68
od500k,vehev1,kapusta2,ttt,27422,1661.00
od500k,vehev2,tpn,tl,11718,372.62
od500k,vehev2,tpn,rt,11718,22734.76
od500k,vehev2,tpn,ttt,11718,1267.00
od500k,vehev3,tpn2,tl,10280,301.90
od500k,vehev3,tpn2,rt,10280,15959.16
od500k,vehev3,tpn2,ttt,10280,1033.00
od500k,vehev3,no-preemption,tl,16250,976.15
od500k,vehev3,no-preemption,rt,16250,21435.00
od500k,vehev3,no-preemption,ttt,16250,1707.00
od500k,vehev3,no-preemption,tl,31737,1246.09
od500k,vehev3,no-preemption,rt,31737,23987.38
od500k,vehev3,no-preemption,ttt,31737,1977.00
od500k,vehev3,kapusta2,tl,22737,363.81
od500k,vehev3,kapusta2,rt,22737,13562.28
od500k,vehev3,kapusta2,ttt,22737,1094.00
od500k,vehev2,allgreen,tl,10280,97.54
od500k,vehev2,allgreen,rt,10280,17485.37
od500k,vehev2,allgreen,ttt,10280,992.00
od500k,vehev1,tpn,tl,11718,231.01
od500k,vehev1,tpn,rt,11718,24371.21
od500k,vehev1,tpn,ttt,11718,1452.00
od500k,vehev3,kapusta,tl,20276,400.70
od500k,vehev3,kapusta,rt,20276,12901.93
od500k,vehev3,kapusta,ttt,20276,1131.00
od500k,vehev1,kapusta2,tl,227,144.41
od500k,vehev1,kapusta2,rt,227,20825.73
od500k,vehev1,kapusta2,ttt,227,1365.00
od500k,vehev3,tpn,tl,11718,58.49
od500k,vehev3,tpn,rt,11718,20540.34
od500k,vehev3,tpn,ttt,11718,790.00
od500k,vehev3,kapusta2,tl,31737,751.70
od500k,vehev3,kapusta2,rt,31737,14958.80
od500k,vehev3,kapusta2,ttt,31737,1483.00
od500k,vehev2,no-preemption,tl,14368,1624.22
od500k,vehev2,no-preemption,rt,14368,22011.32
od500k,vehev2,no-preemption,ttt,14368,2519.00
od500k,vehev3,kapusta2,tl,10280,507.54
od500k,vehev3,kapusta2,rt,10280,20852.14
od500k,vehev3,kapusta2,ttt,10280,1239.00
od500k,vehev3,tpn2,tl,2094,158.60
od500k,vehev3,tpn2,rt,2094,12830.72
od500k,vehev3,tpn2,ttt,2094,890.00
od500k,vehev3,no-preemption,tl,21907,975.80
od500k,vehev3,no-preemption,rt,21907,21332.44
od500k,vehev3,no-preemption,ttt,21907,1707.00
od1500k,vehev2,allgreen,tl,6479,15058.90
od1500k,vehev2,allgreen,rt,6479,135145.84
od1500k,vehev2,allgreen,ttt,6479,15954.00
od1500k,vehev3,no-preemption,tl,14368,2218.57
od1500k,vehev3,no-preemption,rt,14368,55894.43
od1500k,vehev3,no-preemption,ttt,14368,2950.00
od1500k,vehev2,allgreen,tl,11718,71901.27
od1500k,vehev2,allgreen,rt,11718,510185.32
od1500k,vehev2,allgreen,ttt,11718,72795.00
od1500k,vehev3,tpn2,tl,16993,2022.86
od1500k,vehev3,tpn2,rt,16993,57091.82
od1500k,vehev3,tpn2,ttt,16993,2754.00
od1500k,vehev3,no-preemption,tl,24847,1469.14
od1500k,vehev3,no-preemption,rt,24847,56532.99
od1500k,vehev3,no-preemption,ttt,24847,2202.00
od1500k,vehev3,kapusta2,tl,22570,1571.31
od1500k,vehev3,kapusta2,rt,22570,54710.95
od1500k,vehev3,kapusta2,ttt,22570,2303.00
od1500k,vehev1,tpn2,tl,32556,3520.96
od1500k,vehev1,tpn2,rt,32556,78678.41
od1500k,vehev1,tpn2,ttt,32556,4743.00
od1500k,vehev2,no-preemption,tl,22760,8014.69
od1500k,vehev2,no-preemption,rt,22760,109899.61
od1500k,vehev2,no-preemption,ttt,22760,8909.00
od1500k,vehev3,no-preemption,tl,10105,1250.66
od1500k,vehev3,no-preemption,rt,10105,52852.86
od1500k,vehev3,no-preemption,ttt,10105,1982.00
od1500k,vehev3,tpn,tl,30366,92.53
od1500k,vehev3,tpn,rt,30366,50174.38
od1500k,vehev3,tpn,ttt,30366,824.00
od1500k,vehev2,no-preemption,tl,27422,18141.53
od1500k,vehev2,no-preemption,rt,27422,139507.49
od1500k,vehev2,no-preemption,ttt,27422,19036.00
od1500k,vehev1,kapusta,tl,2094,1912.16
od1500k,vehev1,kapusta,rt,2094,73093.96
od1500k,vehev1,kapusta,ttt,2094,3133.00
od1500k,vehev1,kapusta2,tl,11718,5512.96
od1500k,vehev1,kapusta2,rt,11718,78861.29
od1500k,vehev1,kapusta2,ttt,11718,6734.00
od1500k,vehev1,tpn2,tl,14368,1376.00
od1500k,vehev1,tpn2,rt,14368,55502.65
od1500k,vehev1,tpn2,ttt,14368,2596.00
od1500k,vehev1,no-preemption,tl,227,2292.81
od1500k,vehev1,no-preemption,rt,227,66467.39
od1500k,vehev1,no-preemption,ttt,227,3516.00
od1500k,vehev1,kapusta2,tl,10280,2969.13
od1500k,vehev1,kapusta2,rt,10280,76722.51
od1500k,vehev1,kapusta2,ttt,10280,4190.00
od1500k,vehev1,kapusta2,tl,15239,3559.56
od1500k,vehev1,kapusta2,rt,15239,83229.53
od1500k,vehev1,kapusta2,ttt,15239,4781.00
od1500k,vehev3,kapusta2,tl,27548,577.51
od1500k,vehev3,kapusta2,rt,27548,57884.67
od1500k,vehev3,kapusta2,ttt,27548,1310.00
od1500k,vehev3,tpn,tl,16993,2939.97
od1500k,vehev3,tpn,rt,16993,72314.87
od1500k,vehev3,tpn,ttt,16993,3672.00
od1500k,vehev1,tpn2,tl,6479,315.71
od1500k,vehev1,tpn2,rt,6479,52777.07
od1500k,vehev1,tpn2,ttt,6479,1537.00
od1500k,vehev3,kapusta2,tl,32668,1914.46
od1500k,vehev3,kapusta2,rt,32668,57089.98
od1500k,vehev3,kapusta2,ttt,32668,2645.00
od1500k,vehev1,allgreen,tl,12837,385.12
od1500k,vehev1,allgreen,rt,12837,46152.00
od1500k,vehev1,allgreen,ttt,12837,1605.00
od1500k,vehev3,kapusta,tl,16993,15363.96
od1500k,vehev3,kapusta,rt,16993,135564.18
od1500k,vehev3,kapusta,ttt,16993,16095.00
od1500k,vehev1,kapusta,tl,30366,1697.95
od1500k,vehev1,kapusta,rt,30366,58014.55
od1500k,vehev1,kapusta,ttt,30366,2919.00
od1500k,vehev1,kapusta2,tl,32556,4800.37
od1500k,vehev1,kapusta2,rt,32556,86150.26
od1500k,vehev1,kapusta2,ttt,32556,6023.00
od1500k,vehev1,no-preemption,tl,16250,2124.82
od1500k,vehev1,no-preemption,rt,16250,73402.34
od1500k,vehev1,no-preemption,ttt,16250,3345.00
od1500k,vehev2,allgreen,tl,16250,151.86
od1500k,vehev2,allgreen,rt,16250,47640.82
od1500k,vehev2,allgreen,ttt,16250,1045.00
od1500k,vehev3,allgreen,tl,10105,333.40
od1500k,vehev3,allgreen,rt,10105,49022.61
od1500k,vehev3,allgreen,ttt,10105,1065.00
od1500k,vehev1,allgreen,tl,22760,203.14
od1500k,vehev1,allgreen,rt,22760,50414.39
od1500k,vehev1,allgreen,ttt,22760,1425.00
od1500k,vehev3,tpn2,tl,14368,835.08
od1500k,vehev3,tpn2,rt,14368,52375.51
od1500k,vehev3,tpn2,ttt,14368,1567.00
od1500k,vehev2,no-preemption,tl,227,8524.78
od1500k,vehev2,no-preemption,rt,227,99995.35
od1500k,vehev2,no-preemption,ttt,227,9419.00
od1500k,vehev3,allgreen,tl,2094,71.66
od1500k,vehev3,allgreen,rt,2094,49313.54
od1500k,vehev3,allgreen,ttt,2094,803.00
od1500k,vehev1,no-preemption,tl,31737,3199.48
od1500k,vehev1,no-preemption,rt,31737,79368.91
od1500k,vehev1,no-preemption,ttt,31737,4421.00
od1500k,vehev3,allgreen,tl,30616,71.46
od1500k,vehev3,allgreen,rt,30616,44688.07
od1500k,vehev3,allgreen,ttt,30616,803.00
od1500k,vehev1,tpn2,tl,17651,592.29
od1500k,vehev1,tpn2,rt,17651,50110.22
od1500k,vehev1,tpn2,ttt,17651,1814.00
od1500k,vehev1,no-preemption,tl,27422,2380.35
od1500k,vehev1,no-preemption,rt,27422,69784.14
od1500k,vehev1,no-preemption,ttt,27422,3602.00
od1500k,vehev1,allgreen,tl,16993,597.49
od1500k,vehev1,allgreen,rt,16993,47939.38
od1500k,vehev1,allgreen,ttt,16993,1819.00
od1500k,vehev1,allgreen,tl,21907,194.28
od1500k,vehev1,allgreen,rt,21907,49631.62
od1500k,vehev1,allgreen,ttt,21907,1415.00
od1500k,vehev1,kapusta2,tl,10105,2286.61
od1500k,vehev1,kapusta2,rt,10105,59281.62
od1500k,vehev1,kapusta2,ttt,10105,3508.00
od1500k,vehev1,kapusta2,tl,14368,3890.72
od1500k,vehev1,kapusta2,rt,14368,73653.84
od1500k,vehev1,kapusta2,ttt,14368,5113.00
od1500k,vehev2,kapusta2,tl,22737,50798.12
od1500k,vehev2,kapusta2,rt,22737,329051.00
od1500k,vehev2,kapusta2,ttt,22737,51694.00
od1500k,vehev3,allgreen,tl,20276,3595.18
od1500k,vehev3,allgreen,rt,20276,75350.71
od1500k,vehev3,allgreen,ttt,20276,4326.00
od1500k,vehev2,no-preemption,tl,22570,19967.27
od1500k,vehev2,no-preemption,rt,22570,149986.97
od1500k,vehev2,no-preemption,ttt,22570,20862.00
od1500k,vehev3,tpn2,tl,30616,94.59
od1500k,vehev3,tpn2,rt,30616,45683.02
od1500k,vehev3,tpn2,ttt,30616,825.00
od1500k,vehev2,allgreen,tl,21907,5441.64
od1500k,vehev2,allgreen,rt,21907,93238.05
od1500k,vehev2,allgreen,ttt,21907,6337.00
od1500k,vehev3,kapusta2,tl,11718,862.10
od1500k,vehev3,kapusta2,rt,11718,51703.02
od1500k,vehev3,kapusta2,ttt,11718,1594.00
od1500k,vehev1,allgreen,tl,2094,118.46
od1500k,vehev1,allgreen,rt,2094,54040.78
od1500k,vehev1,allgreen,ttt,2094,1339.00
od1500k,vehev1,kapusta2,tl,6479,5576.08
od1500k,vehev1,kapusta2,rt,6479,85607.67
od1500k,vehev1,kapusta2,ttt,6479,6798.00
od1500k,vehev1,allgreen,tl,14368,255.27
od1500k,vehev1,allgreen,rt,14368,56209.85
od1500k,vehev1,allgreen,ttt,14368,1476.00
od1500k,vehev2,allgreen,tl,15239,401.92
od1500k,vehev2,allgreen,rt,15239,48723.66
od1500k,vehev2,allgreen,ttt,15239,1296.00
od1500k,vehev2,allgreen,tl,12811,31191.20
od1500k,vehev2,allgreen,rt,12811,192031.65
od1500k,vehev2,allgreen,ttt,12811,32086.00
od1500k,vehev2,allgreen,tl,10105,9316.49
od1500k,vehev2,allgreen,rt,10105,113769.52
od1500k,vehev2,allgreen,ttt,10105,10212.00
od1500k,vehev1,kapusta,tl,11718,2094.24
od1500k,vehev1,kapusta,rt,11718,74103.76
od1500k,vehev1,kapusta,ttt,11718,3315.00
od1500k,vehev3,tpn2,tl,27548,785.56
od1500k,vehev3,tpn2,rt,27548,53568.40
od1500k,vehev3,tpn2,ttt,27548,1517.00
od1500k,vehev2,tpn2,tl,12837,1593.30
od1500k,vehev2,tpn2,rt,12837,51295.38
od1500k,vehev2,tpn2,ttt,12837,2489.00
od1500k,vehev1,kapusta2,tl,16993,1769.46
od1500k,vehev1,kapusta2,rt,16993,53144.47
od1500k,vehev1,kapusta2,ttt,16993,2992.00
od1500k,vehev3,kapusta,tl,2094,713.91
od1500k,vehev3,kapusta,rt,2094,53601.82
od1500k,vehev3,kapusta,ttt,2094,1446.00
od1500k,vehev2,no-preemption,tl,4771,9518.08
od1500k,vehev2,no-preemption,rt,4771,105988.09
od1500k,vehev2,no-preemption,ttt,4771,10413.00
od1500k,vehev2,kapusta,tl,30616,30870.59
od1500k,vehev2,kapusta,rt,30616,212399.90
od1500k,vehev2,kapusta,ttt,30616,31765.00
od1500k,vehev2,kapusta2,tl,16993,41358.39
od1500k,vehev2,kapusta2,rt,16993,286395.91
od1500k,vehev2,kapusta2,ttt,16993,42253.00
od1500k,vehev3,tpn2,tl,22760,307.60
od1500k,vehev3,tpn2,rt,22760,46207.13
od1500k,vehev3,tpn2,ttt,22760,1039.00
od1500k,vehev2,no-preemption,tl,12811,16251.60
od1500k,vehev2,no-preemption,rt,12811,140993.73
od1500k,vehev2,no-preemption,ttt,12811,17145.00
od1500k,vehev1,tpn2,tl,20276,440.47
od1500k,vehev1,tpn2,rt,20276,45916.56
od1500k,vehev1,tpn2,ttt,20276,1661.00
od1500k,vehev3,no-preemption,tl,20276,2237.19
od1500k,vehev3,no-preemption,rt,20276,64457.02
od1500k,vehev3,no-preemption,ttt,20276,2969.00
od1500k,vehev3,allgreen,tl,12811,106.96
od1500k,vehev3,allgreen,rt,12811,39563.01
od1500k,vehev3,allgreen,ttt,12811,839.00
od1500k,vehev1,kapusta2,tl,6325,3582.22
od1500k,vehev1,kapusta2,rt,6325,91845.25
od1500k,vehev1,kapusta2,ttt,6325,4803.00
od1500k,vehev1,no-preemption,tl,22760,3033.56
od1500k,vehev1,no-preemption,rt,22760,81338.58
od1500k,vehev1,no-preemption,ttt,22760,4256.00
od1500k,vehev2,no-preemption,tl,27548,9696.34
od1500k,vehev2,no-preemption,rt,27548,119133.77
od1500k,vehev2,no-preemption,ttt,27548,10591.00
od1500k,vehev2,kapusta2,tl,10105,16639.16
od1500k,vehev2,kapusta2,rt,10105,131110.89
od1500k,vehev2,kapusta2,ttt,10105,17534.00
od1500k,vehev3,kapusta,tl,21907,369.54
od1500k,vehev3,kapusta,rt,21907,53595.73
od1500k,vehev3,kapusta,ttt,21907,1101.00
od1500k,vehev3,kapusta2,tl,25029,639.37
od1500k,vehev3,kapusta2,rt,25029,47157.12
od1500k,vehev3,kapusta2,ttt,25029,1371.00
od1500k,vehev3,no-preemption,tl,6325,9488.73
od1500k,vehev3,no-preemption,rt,6325,109847.52
od1500k,vehev3,no-preemption,ttt,6325,10220.00
od1500k,vehev3,allgreen,tl,32668,93.51
od1500k,vehev3,allgreen,rt,32668,47449.15
od1500k,vehev3,allgreen,ttt,32668,825.00
od1500k,vehev1,no-preemption,tl,6325,3460.46
od1500k,vehev1,no-preemption,rt,6325,79180.17
od1500k,vehev1,no-preemption,ttt,6325,4681.00
od1500k,vehev3,tpn2,tl,30366,590.94
od1500k,vehev3,tpn2,rt,30366,46177.94
od1500k,vehev3,tpn2,ttt,30366,1323.00
od1500k,vehev2,tpn2,tl,27422,310.48
od1500k,vehev2,tpn2,rt,27422,52569.39
od1500k,vehev2,tpn2,ttt,27422,1204.00
od1500k,vehev2,no-preemption,tl,24847,16413.48
od1500k,vehev2,no-preemption,rt,24847,153243.53
od1500k,vehev2,no-preemption,ttt,24847,17309.00
od1500k,vehev3,tpn,tl,12811,100.73
od1500k,vehev3,tpn,rt,12811,45016.00
od1500k,vehev3,tpn,ttt,12811,833.00
od1500k,vehev2,kapusta2,tl,25029,17012.14
od1500k,vehev2,kapusta2,rt,25029,126117.16
od1500k,vehev2,kapusta2,ttt,25029,17907.00
od1500k,vehev3,kapusta,tl,30616,675.13
od1500k,vehev3,kapusta,rt,30616,47895.91
od1500k,vehev3,kapusta,ttt,30616,1407.00
od1500k,vehev1,tpn2,tl,16250,469.28
od1500k,vehev1,tpn2,rt,16250,55052.39
od1500k,vehev1,tpn2,ttt,16250,1690.00
od1500k,vehev2,tpn2,tl,22737,8421.17
od1500k,vehev2,tpn2,rt,22737,97258.10
od1500k,vehev2,tpn2,ttt,22737,9315.00
od1500k,vehev1,allgreen,tl,27548,173.36
od1500k,vehev1,allgreen,rt,27548,53832.37
od1500k,vehev1,allgreen,ttt,27548,1394.00
od1500k,vehev1,no-preemption,tl,10280,3200.56
od1500k,vehev1,no-preemption,rt,10280,74178.69
od1500k,vehev1,no-preemption,ttt,10280,4422.00
od1500k,vehev2,no-preemption,tl,10105,4441.75
od1500k,vehev2,no-preemption,rt,10105,77258.07
od1500k,vehev2,no-preemption,ttt,10105,5335.00
od1500k,vehev3,tpn2,tl,32668,113.56
od1500k,vehev3,tpn2,rt,32668,45980.48
od1500k,vehev3,tpn2,ttt,32668,845.00
od1500k,vehev3,kapusta2,tl,2094,1403.31
od1500k,vehev3,kapusta2,rt,2094,51897.83
od1500k,vehev3,kapusta2,ttt,2094,2135.00
od1500k,vehev1,kapusta2,tl,2094,2822.63
od1500k,vehev1,kapusta2,rt,2094,64584.98
od1500k,vehev1,kapusta2,ttt,2094,4044.00
od1500k,vehev1,tpn2,tl,31737,2355.94
od1500k,vehev1,tpn2,rt,31737,69201.98
od1500k,vehev1,tpn2,ttt,31737,3577.00
od1500k,vehev2,no-preemption,tl,32668,9298.89
od1500k,vehev2,no-preemption,rt,32668,95236.74
od1500k,vehev2,no-preemption,ttt,32668,10194.00
od1500k,vehev2,kapusta,tl,22760,58182.98
od1500k,vehev2,kapusta,rt,22760,340112.97
od1500k,vehev2,kapusta,ttt,22760,59079.00
od1500k,vehev2,kapusta,tl,16993,35143.87
od1500k,vehev2,kapusta,rt,16993,214145.24
od1500k,vehev2,kapusta,ttt,16993,36038.00
od1500k,vehev3,allgreen,tl,16993,2529.58
od1500k,vehev3,allgreen,rt,16993,70606.24
od1500k,vehev3,allgreen,ttt,16993,3262.00
od1500k,vehev1,tpn2,tl,21907,482.84
od1500k,vehev1,tpn2,rt,21907,48994.18
od1500k,vehev1,tpn2,ttt,21907,1705.00
od1500k,vehev1,kapusta,tl,16993,2003.39
od1500k,vehev1,kapusta,rt,16993,65915.11
od1500k,vehev1,kapusta,ttt,16993,3225.00
od1500k,vehev2,allgreen,tl,27548,14330.29
od1500k,vehev2,allgreen,rt,27548,150922.63
od1500k,vehev2,allgreen,ttt,27548,15225.00
od1500k,vehev3,allgreen,tl,17651,59.84
od1500k,vehev3,allgreen,rt,17651,35846.53
od1500k,vehev3,allgreen,ttt,17651,792.00
od1500k,vehev1,no-preemption,tl,4771,2769.09
od1500k,vehev1,no-preemption,rt,4771,78018.46
od1500k,vehev1,no-preemption,ttt,4771,3990.00
od1500k,vehev2,tpn2,tl,20276,4606.21
od1500k,vehev2,tpn2,rt,20276,80666.72
od1500k,vehev2,tpn2,ttt,20276,5502.00
od1500k,vehev3,kapusta2,tl,10105,1854.54
od1500k,vehev3,kapusta2,rt,10105,53126.32
od1500k,vehev3,kapusta2,ttt,10105,2586.00
od1500k,vehev1,kapusta2,tl,4771,3081.19
od1500k,vehev1,kapusta2,rt,4771,70648.32
od1500k,vehev1,kapusta2,ttt,4771,4303.00
od1500k,vehev3,tpn,tl,10105,150.42
od1500k,vehev3,tpn,rt,10105,43992.89
od1500k,vehev3,tpn,ttt,10105,881.00
od1500k,vehev1,allgreen,tl,12811,191.08
od1500k,vehev1,allgreen,rt,12811,53826.89
od1500k,vehev1,allgreen,ttt,12811,1411.00
od1500k,vehev3,tpn,tl,21907,191.88
od1500k,vehev3,tpn,rt,21907,44260.81
od1500k,vehev3,tpn,ttt,21907,924.00
od1500k,vehev2,kapusta,tl,2094,15811.47
od1500k,vehev2,kapusta,rt,2094,149243.91
od1500k,vehev2,kapusta,ttt,2094,16705.00
od1500k,vehev1,kapusta2,tl,30366,2422.61
od1500k,vehev1,kapusta2,rt,30366,67704.89
od1500k,vehev1,kapusta2,ttt,30366,3644.00
od1500k,vehev1,tpn,tl,20276,1810.87
od1500k,vehev1,tpn,rt,20276,74550.63
od1500k,vehev1,tpn,ttt,20276,3031.00
od1500k,vehev2,no-preemption,tl,27226,10106.40
od1500k,vehev2,no-preemption,rt,27226,110098.32
od1500k,vehev2,no-preemption,ttt,27226,11001.00
od1500k,vehev2,allgreen,tl,17651,2166.40
od1500k,vehev2,allgreen,rt,17651,64218.89
od1500k,vehev2,allgreen,ttt,17651,3061.00
od1500k,vehev3,no-preemption,tl,30616,2684.50
od1500k,vehev3,no-preemption,rt,30616,65872.29
od1500k,vehev3,no-preemption,ttt,30616,3417.00
od1500k,vehev3,no-preemption,tl,4771,1610.26
od1500k,vehev3,no-preemption,rt,4771,57291.35
od1500k,vehev3,no-preemption,ttt,4771,2342.00
od1500k,vehev2,no-preemption,tl,30616,16517.69
od1500k,vehev2,no-preemption,rt,30616,139414.02
od1500k,vehev2,no-preemption,ttt,30616,17412.00
od1500k,vehev2,tpn2,tl,32556,343.19
od1500k,vehev2,tpn2,rt,32556,56436.70
od1500k,vehev2,tpn2,ttt,32556,1238.00
od1500k,vehev2,allgreen,tl,16993,8618.09
od1500k,vehev2,allgreen,rt,16993,118226.79
od1500k,vehev2,allgreen,ttt,16993,9513.00
od1500k,vehev1,allgreen,tl,32556,2399.29
od1500k,vehev1,allgreen,rt,32556,68192.21
od1500k,vehev1,allgreen,ttt,32556,3622.00
od1500k,vehev3,tpn2,tl,6479,1480.80
od1500k,vehev3,tpn2,rt,6479,48683.71
od1500k,vehev3,tpn2,ttt,6479,2213.00
od1500k,vehev2,allgreen,tl,6325,39123.34
od1500k,vehev2,allgreen,rt,6325,342950.17
od1500k,vehev2,allgreen,ttt,6325,40018.00
od1500k,vehev1,tpn2,tl,30616,376.18
od1500k,vehev1,tpn2,rt,30616,47806.16
od1500k,vehev1,tpn2,ttt,30616,1597.00
od1500k,vehev2,tpn,tl,16993,7823.77
od1500k,vehev2,tpn,rt,16993,100706.15
od1500k,vehev2,tpn,ttt,16993,8717.00
od1500k,vehev1,allgreen,tl,16250,124.82
od1500k,vehev1,allgreen,rt,16250,54934.81
od1500k,vehev1,allgreen,ttt,16250,1346.00
od1500k,vehev2,tpn2,tl,2094,11195.75
od1500k,vehev2,tpn2,rt,2094,103972.56
od1500k,vehev2,tpn2,ttt,2094,12091.00
od1500k,vehev1,kapusta2,tl,24847,3607.15
od1500k,vehev1,kapusta2,rt,24847,89045.35
od1500k,vehev1,kapusta2,ttt,24847,4828.00
od1500k,vehev1,tpn2,tl,10280,529.85
od1500k,vehev1,tpn2,rt,10280,56052.86
od1500k,vehev1,tpn2,ttt,10280,1752.00
od1500k,vehev1,no-preemption,tl,20276,3376.54
od1500k,vehev1,no-preemption,rt,20276,88291.38
od1500k,vehev1,no-preemption,ttt,20276,4597.00
od1500k,vehev1,no-preemption,tl,30616,2031.01
